business_id,alias,title
nPJqwNZWIxHd-vfE-E3XQQ,thai,Thai
C4e5iSnQDr3E98oS3PUefg,coffee,Coffee & Tea
ei0d6U-oU0W9HljXIXC5QA,coffee,Coffee & Tea
ei0d6U-oU0W9HljXIXC5QA,vietnamese,Vietnamese
vfLoaULdp8zAAUu0dzXKQg,coffee,Coffee & Tea
9BBWtaSvsootDkKTVBgv_A,chinese,Chinese
9BBWtaSvsootDkKTVBgv_A,buffets,Buffets
9BBWtaSvsootDkKTVBgv_A,japanese,Japanese
OEI3uF6JqHJa9LvdB6QJSw,tradamerican,American (Traditional)
Cgkcz9XbvZsMm54vKTS_cg,tradamerican,American (Traditional)
Cgkcz9XbvZsMm54vKTS_cg,seafood,Seafood
Cgkcz9XbvZsMm54vKTS_cg,breakfast_brunch,Breakfast & Brunch
sTqy6M_nyH0-Xt-JvM0yFA,restaurants,Restaurants
LoV_W0p5l0r4zvuHs7F9FA,fishnchips,Fish & Chips
LoV_W0p5l0r4zvuHs7F9FA,burgers,Burgers
LoV_W0p5l0r4zvuHs7F9FA,chicken_wings,Chicken Wings
hWIQ6rl1uub-WVGTySvOsw,burgers,Burgers
hWIQ6rl1uub-WVGTySvOsw,hotdog,Hot Dogs
hWIQ6rl1uub-WVGTySvOsw,hotdogs,Fast Food
aZG9Hp8fdgzq37iuB1QTYg,amusementparks,Amusement Parks
-WZODoBei3z9QyWOUkgCxA,tradamerican,American (Traditional)
-WZODoBei3z9QyWOUkgCxA,salad,Salad
-WZODoBei3z9QyWOUkgCxA,chicken_wings,Chicken Wings
2R3Q76wyFTws8H6rrlRidg,amusementparks,Amusement Parks
9KZJnr5B2Vfa4CtoUXUEgQ,amusementparks,Amusement Parks
qe7cnfQJSrrXA4RNyzOY6g,amusementparks,Amusement Parks
OwWQus2AGlqri956PjNjpg,desserts,Desserts
OwWQus2AGlqri956PjNjpg,shavedice,Shaved Ice
OwWQus2AGlqri956PjNjpg,icecream,Ice Cream & Frozen Yogurt
KIUwMIYqjWIsjUIxFOPHog,amusementparks,Amusement Parks
JdYJ33GC3Cnf-O0G30lwvA,icecream,Ice Cream & Frozen Yogurt
xEIqG7Rq8ydAT9LxCVBOOg,chinese,Chinese
