HSISID,NAME,ADDRESS1,CITY,RESTAURANTOPENDATE,X,Y,CRITICAL_VIOLATIONS
4092017798,SKY ZONE,2101  Westinghouse Blvd.,RALEIGH,2018-03-02T00:00:00.000Z,-78.59593599,35.80806334,0.0
4092017116,MUM'S JAMAICAN RESTAURANT,3901-101 CAPITAL BLVD ,RALEIGH,2015-12-14T00:00:00.000Z,-78.58295913,35.83464973,9.0
4092013631,Wang's Kitchen,4701 ATLANTIC AVE ,RALEIGH,2002-07-23T00:00:00.000Z,-78.60292943,35.84801871,5.0
4092014193,Subway,3901-107 Capital BLVD,RALEIGH,2004-10-28T00:00:00.000Z,-78.58295913,35.83464973,6.0
4092014558,KFC #J120095,4040 Capital BLVD,RALEIGH,2006-04-24T00:00:00.000Z,-78.58107016,35.83615994,5.0
4092016033,STEAK N SHAKE,2840 E MILLBROOK RD ,RALEIGH,2011-10-19T00:00:00.000Z,-78.58383444,35.84907372,0.0
4092014606,Subway,2820 Brentwood RD ,RALEIGH,2006-06-06T00:00:00.000Z,-78.59615202,35.81727946,0.0
4092014578,El Pollo Rico Market,3901-173 Capital BLVD,RALEIGH,2006-05-10T00:00:00.000Z,-78.58295913,35.83464973,17.0
4092016809,NIGHT KITCHEN BAKERY,10 W. FRANKLIN STREET,RALEIGH,2014-11-10T00:00:00.000Z,-78.64017516,35.78944175,4.0
4092016453,MCDONALDS #4997,1700 TRAWICK  RD ,RALEIGH,2013-06-24T00:00:00.000Z,-78.57712928,35.79907875,1.0
4092016299,AGGIE'S GRILL STATION,3027 CAPITAL  BLVD ,RALEIGH,2012-11-02T00:00:00.000Z,-78.59154907,35.82214453,1.0
4092017973,Shuckin' Shack,2340-100 Bale ST ,RALEIGH,2018-11-07T00:00:00.000Z,-78.62812288,35.81345271,0.0
4092015935,GOLDEN CORRAL #942,3424 CAPITAL BLVD ,RALEIGH,2011-04-12T00:00:00.000Z,-78.58441249,35.82680494,16.0
4092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,Raleigh,2019-09-30T00:00:00.000Z,-78.60179762,35.81684953,0.0
4092016739,Shiro Japanese Grill,2259 New Hope Church RD ,RALEIGH,2014-08-26T00:00:00.000Z,-78.60062749,35.83624718,1.0
4092015160,Peace China,802 Semart  DR ,RALEIGH,2008-06-11T00:00:00.000Z,-78.63966331,35.79052298,6.0
4092017677,OAKWOOD PIZZA BOX,610 N PERSON ST ,RALEIGH,2017-09-01T00:00:00.000Z,-78.63409336,35.78856032,2.0
4092016621,CAFE SOO,2815  BRENTWOOD RD ,RALEIGH,2014-02-14T00:00:00.000Z,-78.59615202,35.81727946,0.0
4092017738,Humming Bird,1053-111 E Whitaker Mill RD ,RALEIGH,2017-11-14T00:00:00.000Z,-78.62113053,35.80730491,5.0
4092016740,Brew Coffee Bar,111 Seaboard Avenue,RALEIGH,2014-08-29T00:00:00.000Z,-78.64016785,35.78860778,2.0
4092018153,Union Special,2409 CRABTREE BLVD,RALEIGH,2019-08-23T00:00:00.000Z,-78.61386142,35.80541569,0.0
4092017087,LYNNWOOD BREWING CONCERN,1053-101 E WHITAKER MILL RD ,RALEIGH,2015-11-09T00:00:00.000Z,-78.62113053,35.80730491,1.0
4092017759,Saigon Pho Vietnamese Cuisine,3310 Capital  Blvd,RALEIGH,2017-12-20T00:00:00.000Z,-78.5854745,35.82439477,11.0
4092015074,Pho2 Far East,4011-133 Capital  BLVD ,RALEIGH,2008-02-22T00:00:00.000Z,-78.58250245,35.8353751,14.0
4092018067,Joe Van Gogh,3109-115 Poplarwood CT ,RALEIGH,2019-02-25T00:00:00.000Z,-78.60399872,35.81806491,0.0
4092013454,Torero's Restaurant,4721 - 101 Atlantic Ave,RALEIGH,2001-11-20T00:00:00.000Z,0.0,0.0,5.0
4092018124,Pho Oxtail,3901 Captial  BLVD ,Raleigh,2019-07-02T00:00:00.000Z,-78.58517624,35.83498992,0.0
4092013236,Sage Cafe,2805 Highwoods Blv ,RALEIGH,2000-11-27T00:00:00.000Z,-78.60147759,35.81782808,2.0
4092012154,Truffles Deli,3200 BEECHLEAF CT ,RALEIGH,1998-02-06T00:00:00.000Z,-78.60844509999998,35.82061825,1.0
4092010031,Archdale Bldg. Snack Bar,512 N Salisbury St ,RALEIGH,1991-04-25T00:00:00.000Z,-78.63881833,35.78561791,4.0
4092010548,William Peace University Cafeteria,15 E Peace St ,RALEIGH,1991-04-29T00:00:00.000Z,-78.63745249,35.78928549,2.0
4092010795,Watkins Grill,1625 Wake Forest Rd,RALEIGH,1991-05-01T00:00:00.000Z,-78.62518779,35.80177768,10.0
4092010162,Circus Family Restaurant,1600 Wake Forest Rd ,RALEIGH,1991-04-25T00:00:00.000Z,-78.62468351,35.80050101,1.0
4092013513,Mitchells Catering,1732 Capital BLVD ,RALEIGH,2002-01-24T00:00:00.000Z,-78.61946829,35.80200303,5.0
4092013006,Bojangles,2620 Atlantic Ave,RALEIGH,1999-09-08T00:00:00.000Z,-78.61499718,35.81836916,5.0
4092011788,Taco Bell,2748 Capital BLVD ,RALEIGH,1995-12-14T00:00:00.000Z,-78.59785676,35.817297100000005,0.0
4092010078,HAN-DEE HUGO'S #54,2744 CAPITAL BLVD ,RALEIGH,1991-03-28T00:00:00.000Z,-78.59865079,35.81701185,1.0
4092010625,Romas Pizzeria,3805 Brentwood Rd,RALEIGH,1991-05-08T00:00:00.000Z,-78.60062749,35.83624718,2.0
4092015604,WAFFLE HOUSE #725,2624 WESTINGHOUSE BLVD ,RALEIGH,2010-04-19T00:00:00.000Z,-78.59823562,35.81659394,1.0
4092016105,THE GARDEN ON MILLBROOK,2400 E MILLBROOK RD ,RALEIGH,2012-02-15T00:00:00.000Z,-78.59604131,35.847549799999996,3.0
4092010237,El Dorado Mexican Restaurant,2811 Brentwood Rd,RALEIGH,1991-05-02T00:00:00.000Z,-78.59615202,35.81727946,3.0
4092012031,International House Of Pancakes,3009 Capital Blv ,RALEIGH,1997-04-03T00:00:00.000Z,-78.59245693,35.82124227,0.0
4092013122,McDonald's #14342,3026 Capital BLVD ,RALEIGH,2000-03-11T00:00:00.000Z,-78.59113149,35.82041654,1.0
4092017342,BURGER KING #1093,3000 Capital BLVD ,RALEIGH,2016-10-18T00:00:00.000Z,-78.59202903,35.82022527,0.0
4092012305,OUTBACK STEAKHOUSE #3459,3105 CAPITAL BLVD ,RALEIGH,1998-09-24T00:00:00.000Z,-78.59044451,35.82314532,10.0
4092012065,Mayflower Seafood Restaurant,3301 Capital BLVD ,RALEIGH,1997-04-30T00:00:00.000Z,-78.58813581,35.82461176,9.0
4092010593,Adventure Landing,3311 Capital BLVD ,RALEIGH,1991-05-02T00:00:00.000Z,-78.58785277,35.82526081,3.0
4092013536,CiCi's Pizza,3501-132 Capital BLVD ,RALEIGH,2002-02-28T00:00:00.000Z,-78.58559583,35.82850307,16.0
4092017555,NEW CHINA EXPRESS,3501 Capital BLVD ,RALEIGH,2017-03-16T00:00:00.000Z,-78.58692952,35.82783582,16.0
4092014194,El Paseo,3027-113 Capital BLVD ,RALEIGH,2004-11-18T00:00:00.000Z,-78.5915988,35.82107282,0.0
4092013403,EL MANDADO COMIDA CASERA,4020 CAPITAL BLVD ,RALEIGH,2001-09-13T00:00:00.000Z,-78.57967846,35.83550619,12.0
4092016334,UNITED SKATES CAFE,2901 TRAWICK RD ,RALEIGH,2013-01-08T00:00:00.000Z,-78.58934619,35.82027864,0.0
4092011678,McDonald's #14961,4413 Capital BLVD ,RALEIGH,1995-04-22T00:00:00.000Z,-78.58053149,35.84413369,12.0
4092016215,BRINE,4400 Capital BLVD ,RALEIGH,2012-07-02T00:00:00.000Z,-78.57841901,35.84283487,22.0
4092011501,BOSTON MARKET,4558 Capital Blv ,RALEIGH,1994-08-22T00:00:00.000Z,-78.57896604,35.84571366,11.0
4092013070,Jersey Mikes Restaurant,4542 Capital BLVD ,RALEIGH,1999-11-17T00:00:00.000Z,-78.57896604,35.84571366,6.0
4092017102,CHICK-FIL-A #868,4621 CAPITAL BLVD ,RALEIGH,2015-12-08T00:00:00.000Z,-78.58118683,35.84746002,4.0
4092011062,Char-Grill,4617 Atlantic Ave,RALEIGH,1992-03-10T00:00:00.000Z,-78.60292943,35.84801871,1.0
4092011463,Philly Steak And Subs,4701 ATLANTIC AVE,RALEIGH,1994-03-18T00:00:00.000Z,-78.60292943,35.84801871,5.0
4092017228,Bogey's Bistro,2300 OLD MILBURNIE RD ,RALEIGH,2016-05-25T00:00:00.000Z,-78.51131372,35.8185835,3.0
4092014996,Village Deli #1,500 Daniels ST ,RALEIGH,2007-10-25T00:00:00.000Z,-78.66105804,35.79149603,8.0
4092016620,TAZZA KITCHEN,432 WOODBURN  RD ,RALEIGH,2014-02-14T00:00:00.000Z,-78.65855965,35.78994083,13.0
4092017985,Kale Me Crazy #18,2018 Cameron ST ,RALEIGH,2018-11-20T00:00:00.000Z,-78.66105804,35.79149603,0.0
4092017725,Starbucks #8218,2105 Cameron ST ,Raleigh,2017-11-09T00:00:00.000Z,-78.66157335,35.79001079,0.0
4092016231,BENELUX CAFE,1603 HILLSBOROUGH ST ,RALEIGH,2012-08-01T00:00:00.000Z,-78.65901345,35.78367588,5.0
4092016728,Ajisai Japanese Fusion,427 Woodburn Road,RALEIGH,2014-07-09T00:00:00.000Z,-78.66025735,35.789967299999994,8.0
4092017089,RISE CAMERON VILLAGE,530 DANIELS ST ,RALEIGH,2015-11-20T00:00:00.000Z,-78.66105804,35.79149603,7.0
4092015970,San Marcos,805 W Peace Street,RALEIGH,2011-06-02T00:00:00.000Z,-78.65035279,35.78844717,18.0
4092016815,TUPELO HONEY CAFE,425 OBERLIN ROAD,RALEIGH,2014-11-24T00:00:00.000Z,-78.66382840000001,35.7899475,16.0
4092017003,LA CARRETA,1028-220 OBERLIN RD ,RALEIGH,2015-08-14T00:00:00.000Z,-78.66016491,35.79725285,19.0
4092015261,TROPICAL SMOOTHIE CAFE,1028 OBERLIN RD ,RALEIGH,2008-10-13T00:00:00.000Z,-78.65845011,35.79783502,10.0
4092016185,CAMERON BAR & GRILL,2018 CLARK AVE ,RALEIGH,2012-05-02T00:00:00.000Z,-78.66025735,35.789967299999994,11.0
4092017576,MCDONALDS #1044,703 W PEACE ST ,RALEIGH,2017-04-21T00:00:00.000Z,-78.64914898,35.78827691,7.0
4092013208,Starbucks Coffee #08373,609 Peace St ,RALEIGH,2000-09-26T00:00:00.000Z,-78.64804835,35.78857146,2.0
4092013811,Moe's Southwest Grill #150,506 Daniels St,RALEIGH,2003-06-16T00:00:00.000Z,-78.66105804,35.79149603,2.0
4092015578,CANTINA 18,433  DANIELS  ST ,RALEIGH,2010-03-04T00:00:00.000Z,-78.66157335,35.79001079,17.0
4092017550,SOCA COCINA LATINA,2130 CLARK AVE ,RALEIGH,2017-03-06T00:00:00.000Z,-78.66234333,35.7897601,16.0
4092018208,Harris Teeter #21 Starbucks,500 OBERLIN RD,RALEIGH,2019-10-29T00:00:00.000Z,-78.66105804,35.79149603,0.0
4092017117,MY WAY TAVERN,522 ST. MARY'S ST ,RALEIGH,2015-12-04T00:00:00.000Z,-78.65060422,35.78716434,7.0
4092013735,Village Draft House,428 Daniels St ,RALEIGH,2002-12-31T00:00:00.000Z,-78.66025735,35.789967299999994,9.0
4092016110,CHICK-FIL-A #2850,2000  CAMERON ST ,RALEIGH,2012-02-23T00:00:00.000Z,-78.65851085,35.79142052,4.0
4092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,RALEIGH,2017-01-27T00:00:00.000Z,-78.65845011,35.79783502,2.0
4092015315,THE FLYING BISCUIT CAFE,2016 CLARK AVE ,RALEIGH,2009-01-05T00:00:00.000Z,-78.66025735,35.789967299999994,10.0
4092015321,SUBWAY #12460,706 W PEACE ST ,RALEIGH,2009-01-12T00:00:00.000Z,-78.64931864,35.78886208,5.0
4092017484,CHOPT,420 DANIELS ST ,RALEIGH,2016-12-08T00:00:00.000Z,-78.66025735,35.789967299999994,4.0
4092017936,McDonald's #16917,7991 Fayetteville RD ,RALEIGH,2018-09-12T00:00:00.000Z,-78.69868308,35.66510467,6.0
4092016774,BENELUX COFFEE,402-118 OBERLIN ROAD,RALEIGH,2014-10-02T00:00:00.000Z,-78.6629145,35.78942926,4.0
4092018215,Which Wich #280,413 WOODBURN RD ,RALEIGH,2019-11-04T00:00:00.000Z,-78.66025735,35.789967299999994,0.0
4092013250,Cafe Carolina #1,401 DANIELS ST ,RALEIGH,2000-12-20T00:00:00.000Z,-78.66157335,35.79001079,14.0
4092010556,Piccola Italia,423 WOODBURN RD,RALEIGH,1991-03-19T00:00:00.000Z,-78.66025735,35.789967299999994,9.0
4092011257,K & W Cafeteria,511 WOODBURN RD ,RALEIGH,1993-03-29T00:00:00.000Z,-78.66105804,35.79149603,10.0
4092013499,Mellow Mushroom,601 W PEACE ST ,RALEIGH,2002-01-28T00:00:00.000Z,-78.64756602,35.78827176,1.0
4092012298,Harvest Grille and Bistro (at Double Tree),1707 HILLSBOROUGH ST ,RALEIGH,1998-09-01T00:00:00.000Z,-78.66021535,35.78427226,14.0
4092010585,Players Retreat,105 OBERLIN RD,RALEIGH,1991-03-19T00:00:00.000Z,-78.66152519,35.78621443,11.0
4092017590,MCDONALDS #2510,3710 WESTERN BLVD ,RALEIGH,2017-05-03T00:00:00.000Z,-78.68803635,35.78529381,3.0
4092018055,Habibi Grill,1007 Method RD ,RALEIGH,2019-02-15T00:00:00.000Z,-78.69350876,35.78509108,0.0
4092013794,Subway #1880,3225 Avent Ferry Rd ,RALEIGH,2003-05-23T00:00:00.000Z,-78.69565606,35.76673883,2.0
4092017915,Dix Cafe,820 S Boylan AVE ,RALEIGH,2018-07-25T00:00:00.000Z,-78.65553746,35.76872576,0.0
4092017264,WENDY'S #6325,3715 WESTERN BLVD ,RALEIGH,2016-08-30T00:00:00.000Z,-78.68764087,35.78449034,27.0
4092017713,Flask & Beaker at Stateview Hotel,2451 Alumni DR ,RALEIGH,2017-10-05T00:00:00.000Z,-78.67736196,35.76374924,13.0
4092016988,Crazy Fire Mongolian Grill,1270 BUCK JONES RD ,RALEIGH,2015-08-03T00:00:00.000Z,-78.74177043,35.76713782,17.0
4092015322,SUBWAY #12786,3940 WESTERN BLVD ,RALEIGH,2009-01-13T00:00:00.000Z,-78.69349102,35.78458356,4.0
4092018148,Biscuitville #194,3928 WESTERN BLVD,RALEIGH,2019-08-21T00:00:00.000Z,-78.69252351,35.78576143,0.0
4092014945,Hardee's #1205,2304 Gorman ST ,RALEIGH,2007-09-14T00:00:00.000Z,-78.69461171,35.76740498,1.0
4092015933,PORT CITY JAVA VET SCHOOL,1052 WILLIAM MOORE  DR ,RALEIGH,2011-04-12T00:00:00.000Z,-78.70039279,35.79760628,5.0
4092015947,D.P. Dough,2109 AVENT FERRY RD ,RALEIGH,2011-04-25T00:00:00.000Z,-78.67605091,35.77835817,5.0
4092015652,ANVIL'S CHEESESTEAKS,2893 JONES FRANKLIN RD ,RALEIGH,2010-04-19T00:00:00.000Z,-78.73666365,35.74405443,3.0
4092016543,PHO VIETNAM,1284 BUCK JONES  RD ,RALEIGH,2013-11-01T00:00:00.000Z,-78.74214569,35.76637247,18.0
4092013988,Cook Out #25,3930 Western Blv ,RALEIGH,2004-02-18T00:00:00.000Z,-78.69305854,35.78482575,4.0
4092014119,HONG KONG CHINESE KITCHEN,5563 WESTERN  BLVD ,RALEIGH,2004-08-26T00:00:00.000Z,-78.72051017,35.78412594,8.0
4092015711,D & S CAFETERIA,1177 BUCK JONES RD ,RALEIGH,2010-09-21T00:00:00.000Z,-78.73934395,35.76696309,1.0
4092017256,DALAT ASIA GRANDMA'S KITCHEN,2109-110 AVENT FERRY  RD ,RALEIGH,2016-07-07T00:00:00.000Z,-78.67658538,35.77936846,11.0
4092014180,Rey's,1130 Buck Jones RD ,RALEIGH,2004-10-27T00:00:00.000Z,-78.74145933,35.76818676,5.0
4092015577,AMEDEO'S,3905 WESTERN  BLVD ,RALEIGH,2010-03-04T00:00:00.000Z,-78.69045749,35.78405439,2.0
4092015367,EL CERRO BAR & GRILL,2217 AVENT FERRY RD ,RALEIGH,2009-04-03T00:00:00.000Z,-78.67605091,35.77835817,11.0
4092017173,AKARI EXPRESS,2109-118 AVENT FERRY RD ,RALEIGH,2016-03-09T00:00:00.000Z,-78.67658538,35.77936846,4.0
4092015464,POLAR ICE HOUSE,1410 BUCK JONES RD ,RALEIGH,2009-09-11T00:00:00.000Z,-78.74547814,35.76540093,3.0
4092015580,CHINA PEARL CHINESE RESTAURANT,2841 JONES FRANKLIN RD ,RALEIGH,2010-03-17T00:00:00.000Z,-78.73773278,35.74361773,6.0
4092017776,Popeyes #12729,3904 Western BLVD ,RALEIGH,2018-01-12T00:00:00.000Z,-78.69043452,35.78509127,8.0
4092018108,Bumble Tea,3221 AVENT FERRY RD,RALEIGH,2019-05-29T00:00:00.000Z,-78.69565606,35.76673883,0.0
4092017512,JOY LUCK CLUB OF GRAND ASIA MARKET,1253 BUCK JONES RD ,RALEIGH,2017-02-22T00:00:00.000Z,-78.74067496,35.76583498,13.0
4092014866,Hope Community Church,821 Buck Jones RD ,RALEIGH,2007-05-10T00:00:00.000Z,-78.73723242,35.77077091,0.0
4092017131,THE STATE CLUB,2450 ALUMNI DR ,RALEIGH,2016-01-04T00:00:00.000Z,-78.67968011,35.76286993,0.0
4092014597,Ba-Da Wings,2161 Avent Ferry RD ,RALEIGH,2006-06-09T00:00:00.000Z,-78.67605091,35.77835817,2.0
4092016475,SONIC #5864,109 JONES FRANKLIN RD ,RALEIGH,2013-09-09T00:00:00.000Z,-78.72125905,35.78415702,11.0
4092015000,GRACE Christian School Kitchen,801  Buck Jones RD ,RALEIGH,2007-11-06T00:00:00.000Z,-78.73693747,35.77190678,6.0
4092014947,Hardee's #1207,5639 Hillsborough ST ,RALEIGH,2007-09-11T00:00:00.000Z,-78.72266449,35.785856,2.0
4092011994,Jelly Beans Rest,1120 Buck Jones Rd ,RALEIGH,1996-12-17T00:00:00.000Z,-78.74214461,35.76926551,4.0
4092016684,CHINA QUEEN,2233-103 AVENT FERRY RD ,RALEIGH,2014-05-16T00:00:00.000Z,-78.6777461,35.7779645,7.0
4092016948,HIBACHI SUSHI,3217 AVENT FERRY RD ,RALEIGH,2015-06-03T00:00:00.000Z,-78.69565606,35.76673883,9.0
4092017777,Sushi Nine,3812 Western BLVD ,RALEIGH,2018-01-08T00:00:00.000Z,-78.68935727,35.7853026,12.0
4092016699,Sukhadia's Indian Cuisine,6715 Hillsborough Street,RALEIGH,2014-05-30T00:00:00.000Z,-78.7439181,35.78820637,19.0
4092016891,DUNKIN' DONUTS #348417,3817 WESTERN BLVD ,RALEIGH,2015-04-08T00:00:00.000Z,-78.68893912,35.78436913,5.0
4092016553,HAWTHORN SUITES BREAKFAST,1020 BUCK JONES RD ,RALEIGH,2013-10-28T00:00:00.000Z,-78.74134284,35.77072409,0.0
4092014054,Jersey Mikes Subs,3490 Kildaire Farm Rd ,RALEIGH,2004-04-29T00:00:00.000Z,0.0,0.0,11.0
4092017310,DHARANI EXPRESS INDIAN RESTAURANT & TAKE OUT,3281 AVENT FERRY  RD ,RALEIGH,2016-09-08T00:00:00.000Z,-78.69565606,35.76673883,6.0
4092015563,HOLIDAY INN EXPRESS HOTEL & SUITES BREAKFAST,3741 THISTLE DOWN  DR ,RALEIGH,2010-01-19T00:00:00.000Z,-78.69949496,35.75440071,1.0
4092017591,MCDONALDS #33850,601 CORPORATE CENTER DR ,RALEIGH,2017-05-03T00:00:00.000Z,-78.74074148,35.79000755,4.0
4092014446,Carolina Ale House,7981 Skyland Ridge PKY ,RALEIGH,2005-12-02T00:00:00.000Z,-78.78281819,35.91437536,3.0
4092017302,WOLVES DEN,1060 WILLIAM MOORE DR ,RALEIGH,2016-08-12T00:00:00.000Z,-78.70039279,35.79760628,1.0
4092010073,Bojangles #12,3808 WESTERN BLVD ,RALEIGH,1991-03-18T00:00:00.000Z,-78.68874177,35.78520385,3.0
4092018213,Afghan Kabab,3933 WESTERN BLVD,RALEIGH,2019-11-01T00:00:00.000Z,-78.69268901,35.78366523,0.0
4092016888,TERRACE DINING ROOM/TERRACE SNACK BAR,1509  Main Campus DR ,RALEIGH,2015-04-02T00:00:00.000Z,-78.67968011,35.76286993,3.0
4092011279,Ole Time Barbecue,6309 HILLSBOROUGH ST,RALEIGH,1993-05-11T00:00:00.000Z,-78.73877091,35.78732806,5.0
4092011665,Teddy's New Yorker Pizza,5563 WESTERN BLVD,RALEIGH,1995-03-31T00:00:00.000Z,-78.72051017,35.78412594,9.0
4092017897,SUBWAY #881,5563 WESTERN BLVD ,RALEIGH,2018-08-09T00:00:00.000Z,-78.72051017,35.78412594,6.0
4092011831,Taco Bell #3279,3821 WESTERN BLVD ,RALEIGH,1995-12-08T00:00:00.000Z,-78.68953284,35.78425136,1.0
4092011813,BURGER KING #4521,2241 AVENT FERRY RD ,RALEIGH,1996-01-17T00:00:00.000Z,-78.67605091,35.77835817,3.0
4092017918,SAMMY'S TAP & GRILL,2235 AVENT FERRY RD ,RALEIGH,2018-09-11T00:00:00.000Z,-78.67605091,35.77835817,20.0
4092011773,Cup A Joe,2109 AVENT FERRY RD,RALEIGH,1995-11-03T00:00:00.000Z,-78.67605091,35.77835817,4.0
4092010527,NUR DELI & GROCERY,2233 AVENT FERRY RD ,RALEIGH,1991-04-22T00:00:00.000Z,-78.67605091,35.77835817,0.0
4092010167,Cloos Coney Island,2233 AVENT FERRY RD ,RALEIGH,1991-04-19T00:00:00.000Z,-78.67605091,35.77835817,1.0
4092012875,Ruckus Pizza,2233 AVENT FERRY RD ,RALEIGH,1999-02-18T00:00:00.000Z,-78.67605091,35.77835817,7.0
4092018207,NAFKOT ETHIOPIAN RESTAURANT,2109-146 AVENT FERRY RD ,RALEIGH,2019-10-28T00:00:00.000Z,-78.67658538,35.77936846,0.0
4092011770,Baja Burrito,2109 AVENT FERRY RD ,RALEIGH,1995-11-07T00:00:00.000Z,-78.67605091,35.77835817,4.0
4092018151,PEARL 88,3215 AVENT FERRY RD ,RALEIGH,2019-08-13T00:00:00.000Z,-78.69565606,35.76673883,0.0
4092012219,Thai Villa Restaurant,1319 BUCK JONES RD ,RALEIGH,1998-04-13T00:00:00.000Z,-78.74231056,35.76486034,14.0
4092013517,DELIGHTFUL INSPIRATIONS,5511 AVENT FERRY RD ,RALEIGH,2002-02-19T00:00:00.000Z,-78.71694787,35.75093816,2.0
4092011099,Barrys Cafe,2851 Jones Franklin RD ,RALEIGH,1992-05-18T00:00:00.000Z,-78.73773278,35.74361773,3.0
4092011895,Fiesta Mexicana,2839 Jones Franklin RD ,RALEIGH,1996-07-03T00:00:00.000Z,-78.73773278,35.74361773,4.0
4092016097,HYATT PLACE,710 CORPORATE CENTER DR ,RALEIGH,2012-01-31T00:00:00.000Z,-78.73805959,35.79191164,1.0
4092015027,Poole's Diner,426  S McDowell ST ,RALEIGH,2007-12-11T00:00:00.000Z,-78.64230399,35.77471765,3.0
4092016649,GROUCHO'S DELI,10 HORNE ST ,RALEIGH,2014-03-19T00:00:00.000Z,-78.66772207,35.78808922,1.0
4092017061,LIQUID STATE,1908 HILLSBOROUGH ST ,RALEIGH,2015-10-19T00:00:00.000Z,-78.66158695,35.78598651,4.0
4092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,RALEIGH,2010-02-12T00:00:00.000Z,-78.66818044,35.78802697,4.0
4092017537,ALBARAKA GRILL,3815 HILLSBOROUGH ST ,RALEIGH,2017-02-23T00:00:00.000Z,-78.68961815,35.7941927,7.0
4092017495,RALEIGH BREWING COMPANY,3709 NEIL ST ,RALEIGH,2016-12-29T00:00:00.000Z,-78.68684753,35.79295544,0.0
4092016143,SHEETZ #480,600 CORPORATION CENTER DR ,RALEIGH,2012-03-27T00:00:00.000Z,0.0,0.0,1.0
4092015040,Hampton Inn & Suites Foodservice,111 Hampton Woods LN ,RALEIGH,2008-01-14T00:00:00.000Z,-78.74897358,35.7929716,0.0
4092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,RALEIGH,2015-10-22T00:00:00.000Z,-78.66354224,35.78687212,5.0
4092017062,A Slice of NY Pizza,2316-102 HILLSBOROUGH ST ,RALEIGH,2015-10-20T00:00:00.000Z,-78.66687803,35.78749678,2.0
4092017462,JASMIN MEDITERRANEAN BISTRO,2501 BLUE RIDGE RD ,RALEIGH,2016-11-09T00:00:00.000Z,-78.70656515,35.81500557,8.0
4092016417,SUBWAY #57757,2020 HILLSBOROUGH ST ,RALEIGH,2013-05-30T00:00:00.000Z,-78.66276676,35.78662932,5.0
4092017808,Peking Duck and Dumplings,2811-109 HILLSBOROUGH ST ,RALEIGH,2018-03-16T00:00:00.000Z,-78.6746802,35.78914005,5.0
4092017143,JUBALA COFFEE,2100-100 HILLSBOROUGH ST ,RALEIGH,2016-01-28T00:00:00.000Z,-78.66310859999999,35.78642353,7.0
4092015703,Buffalo Brothers,4025-100 Lake Boone  Trail,RALEIGH,2010-08-23T00:00:00.000Z,-78.69718015,35.81549931,2.0
4092015246,Gumby's Pizza & Wings,2712 HILLSBOROUGH ST ,RALEIGH,2008-10-03T00:00:00.000Z,-78.67170371,35.78888468,1.0
4092014036,Murphy House Restaurant-Dorton Arena,1025 Blue Ridge Rd,RALEIGH,2004-05-07T00:00:00.000Z,-78.71510537,35.79630516,2.0
4092015588,IRIS,2110 BLUE RIDGE RD ,RALEIGH,2010-03-24T00:00:00.000Z,-78.71785436,35.81511005,3.0
4092016230,OISHI,2526 HILLSBOROUGH ST ,RALEIGH,2012-07-27T00:00:00.000Z,-78.66922690000001,35.78835156,6.0
4092017442,PNC CLUB 204-A,1400 EDWARDS MILL RD ,RALEIGH,2016-09-28T00:00:00.000Z,-78.7229363,35.803241899999996,3.0
4092017161,VIC'S ITALIAN RESTAURANT & PIZZERIA,4035-109 LAKE BOONE TRL ,RALEIGH,2016-02-26T00:00:00.000Z,-78.69765947,35.81547554,8.0
4092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,RALEIGH,2016-09-28T00:00:00.000Z,-78.7229363,35.803241899999996,4.0
4092016669,THE OAK,4035 LAKE BOONE  TRL ,RALEIGH,2014-04-17T00:00:00.000Z,-78.69709804,35.81457389,8.0
4092018035,Guasaca,2512-110 Hillsborough ST ,RALEIGH,2019-01-25T00:00:00.000Z,-78.66868226,35.78794811,0.0
4092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,RALEIGH,2010-10-18T00:00:00.000Z,-78.72815151,35.80750324,5.0
4092014999,Lady Justice Cafe,901  Corporate Center DR ,RALEIGH,2007-11-06T00:00:00.000Z,-78.74087256,35.79559812,16.0
4092016002,CHIPOTLE #1659,2316 HILLSBOROUGH ST ,RALEIGH,2011-09-16T00:00:00.000Z,-78.66664805,35.78770631,2.0
4092017978,Waltonwood Lake Boone,3550 Horton ST ,RALEIGH,2018-11-15T00:00:00.000Z,-78.68915444,35.8139985,0.0
4092017119,SPRING ROLLS,5433-280 WADE PARK BLVD ,RALEIGH,2015-12-16T00:00:00.000Z,-78.72965578,35.80690133,13.0
4092016117,JASMIN BISTRO,3801 HILLSBOROUGH ST ,RALEIGH,2012-02-29T00:00:00.000Z,-78.68856288,35.79387274,6.0
4092017648,Panera Bread #601879,2410 Landmark DR ,RALEIGH,2017-07-19T00:00:00.000Z,-78.6975704,35.81609747,4.0
4092017601,WINGATE BY WYNDHAM,6115 CORPORATE RIDGE RD ,RALEIGH,2017-05-03T00:00:00.000Z,-78.74356042,35.78961442,7.0
