business_id,yelp_name,wake_county_name,had_critical_violation,is_closed,years_open,rating,latitude,longitude,location_city,location_zip_code,url,price_$,price_$$,price_$$$,price_$$$$,price_?,category_acaibowls,category_african,category_argentine,category_asianfusion,category_bagels,category_bakeries,category_bars,category_bbq,category_beer_and_wine,category_beerbar,category_beergardens,category_brasseries,category_brazilian,category_breakfast_brunch,category_breweries,category_brewpubs,category_bubbletea,category_buffets,category_burgers,category_cafes,category_cafeteria,category_cajun,category_cantonese,category_caribbean,category_catering,category_cheesesteaks,category_chicken_wings,category_chickenshop,category_chinese,category_cocktailbars,category_coffee,category_coffeeroasteries,category_colombian,category_comfortfood,category_creperies,category_cuban,category_cupcakes,category_delis,category_desserts,category_dimsum,category_diners,category_divebars,category_dominican,category_donuts,category_egyptian,category_empanadas,category_eritrean,category_escapegames,category_ethiopian,category_farmersmarket,category_filipino,category_fondue,category_food_court,category_foodstands,category_foodtrucks,category_french,category_gastropubs,category_gelato,category_german,category_gluten_free,category_gourmet,category_greek,category_grillingequipment,category_hawaiian,category_healthmarkets,category_himalayan,category_hotdog,category_hotdogs,category_hotpot,category_icecream,category_indpak,category_internetcafe,category_irish,category_irish_pubs,category_italian,category_japanese,category_juicebars,category_kebab,category_kombucha,category_korean,category_laotian,category_lasertag,category_latin,category_lebanese,category_lounges,category_macarons,category_malaysian,category_markets,category_meats,category_mediterranean,category_mexican,category_mideastern,category_mongolian,category_musicvenues,category_newamerican,category_nonprofit,category_noodles,category_nutritionists,category_organic_stores,category_outdoorfurniture,category_paintandsip,category_pakistani,category_panasian,category_pastashops,category_persian,category_peruvian,category_pizza,category_poke,category_polish,category_psychic_astrology,category_pubs,category_puertorican,category_ramen,category_raw_food,category_recreation,category_restaurants,category_salad,category_salvadoran,category_sandwiches,category_seafood,category_servicestations,category_smokehouse,category_soulfood,category_soup,category_southern,category_spanish,category_sportsbars,category_steak,category_sushi,category_szechuan,category_tacos,category_taiwanese,category_tapas,category_tapasmallplates,category_tea,category_teppanyaki,category_tex-mex,category_thai,category_tradamerican,category_turkish,category_vegan,category_vegetarian,category_venezuelan,category_vietnamese,category_vitaminssupplements,category_waffles,category_walkingtours,category_whiskeybars,category_wine_bars,category_winetastingroom,category_wraps,review_pca_0,review_pca_1,review_pca_2,review_pca_3,review_pca_4,review_pca_5,review_pca_6,review_pca_7,review_pca_8,review_pca_9,review_pca_10,review_pca_11,review_pca_12,review_pca_13,review_pca_14,review_pca_15,review_pca_16,review_pca_17,review_pca_18,review_pca_19,review_pca_20,review_pca_21,review_pca_22,review_pca_23,review_pca_24,review_pca_25,review_pca_26,review_pca_27,review_pca_28,review_pca_29,review_pca_30,review_pca_31,review_pca_32,review_pca_33,review_pca_34,review_pca_35,review_pca_36,review_pca_37,review_pca_38,review_pca_39,review_pca_40,review_pca_41,review_pca_42,review_pca_43,review_pca_44,review_pca_45,review_pca_46,review_pca_47,review_pca_48,review_pca_49,review_pca_50,review_pca_51,review_pca_52,review_pca_53,review_pca_54,review_pca_55,review_pca_56,review_pca_57,review_pca_58,review_pca_59,review_pca_60,review_pca_61,review_pca_62,review_pca_63,review_pca_64,review_pca_65,review_pca_66,review_pca_67,review_pca_68,review_pca_69,review_pca_70,review_pca_71,review_pca_72,review_pca_73,review_pca_74,review_pca_75,review_pca_76,review_pca_77,review_pca_78,review_pca_79,review_pca_80,review_pca_81,review_pca_82,review_pca_83,review_pca_84,review_pca_85,review_pca_86,review_pca_87,review_pca_88,review_pca_89,review_pca_90,review_pca_91,review_pca_92,review_pca_93,review_pca_94,review_pca_95,review_pca_96,review_pca_97,review_pca_98,review_pca_99
ewUv7F0rgdXPVPyU962P8w,Hooters,HOOTERS,1,0,14,2.5,35.8564,-78.82298,Morrisville,27560,https://www.yelp.com/biz/hooters-morrisville?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.173364816,-0.185112917,-0.269737435,-0.106400156,0.099485278,-0.464128411,-0.121684635,0.141987404,0.270382331,-0.291769925,-0.191335699,0.092338115,0.13790507,0.006301469,-0.098913851,-0.15176961,0.109500996,0.01807068,0.165365422,-0.070319853,-0.034935973,-0.035692306,0.045606644,0.005051569,0.046358859,0.157317621,-0.160099877,-0.008561294,-0.000820293,-0.025591498,-0.189172888,-0.130333351,0.0045695,0.165772478,0.0672666,0.098206645,-0.246523512,0.204912043,-0.333085009,0.113277764,-0.165518445,-0.062180996,0.280727778,-0.149310019,-0.105660672,-0.06563134,-0.019580897,0.111696301,0.124262256,-0.045060841,0.019990323,-0.085781248,0.222093395,-0.037940201,-0.105284325,0.19067193,0.122966728,0.045610531,0.187849083,0.014273147,-0.144882237,-0.166022856,0.039843837,0.05062597,-0.04940305,-0.035504755,0.125347267,0.183900959,-0.196020655,-0.063831766,-0.004609082,-0.138890363,-0.129251503,-0.083861527,0.139196883,0.096930191,0.028970418,0.067335168,-0.022959912,-0.14757969,-0.015621809,-0.024177189,0.137546102,0.084361756,0.193104358,0.215167947,0.081364126,0.28116176,-0.022550552,-0.132144086,0.050240501,0.099702096,0.171388365,-0.079112911,-0.059727239,-0.07258954,0.079543837,0.072989536,-0.114135353,-0.053412209
4fuGJZNrKVx-H8yFebJ6lw,China Wok,China Wok,1,0,16,1.5,35.7859354,-78.8711849,Cary,27519,https://www.yelp.com/biz/china-wok-cary?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208999051,-0.322802782,0.768490005,-0.264240399,-0.166149296,-0.084730388,-0.058518739,-0.163354722,0.110964255,-0.026478596,-0.118851674,0.401363067,0.084354704,-0.02379773,-0.186558634,0.041321522,0.009821116,-0.261866866,0.028429374,0.129470865,0.035887797,-0.123385793,0.562474469,0.178514209,0.00661041,-0.212012906,0.032073087,0.045481078,-0.10558685,-0.005598943,0.060603679,-0.074475481,-0.308521163,0.279987303,0.048070092,-0.05744818,0.054703832,0.229458352,-0.01613157,0.082752483,-0.149179057,-0.347301281,0.186720899,-0.125833246,-0.167262435,0.01820884,0.009328994,0.210071199,0.136008413,-0.03329449,-0.198583171,0.018955513,-0.091782717,0.109751692,-0.15894571,0.228554528,0.152168991,0.041073539,-0.137149201,0.132054671,-0.146051376,-0.069584047,0.248352242,-0.278342041,-0.151166005,0.038565404,-0.139223279,-0.133018592,0.045752936,-0.090312118,-0.01604411,0.172369276,-0.214515983,0.025623606,0.153865303,0.0824803,0.13984046,-0.061215722,0.048065028,0.060348646,-0.012556196,-0.065133312,0.090069925,0.067690978,-0.006954418,-0.014227563,0.055621594,-0.060423121,0.214879749,0.05537118,-0.087320276,0.032122178,0.097035719,-0.073895524,0.079913578,-0.111457573,-0.067749157,0.028621056,-0.155138618,0.0802061
AcahUQje020Exo0cC0kuvg,Ruby Tuesday,RUBY TUESDAY,1,0,18,2.5,35.87004,-78.58206,Raleigh,27616,https://www.yelp.com/biz/ruby-tuesday-raleigh-4?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.452546641,-0.476616516,0.242782507,-0.111125499,-0.371462758,0.181409157,0.05550155,-0.058158294,0.031489398,-0.1442793,0.11464506,0.090746561,-0.053191189,-0.321756359,0.112641918,-0.06078359,0.275322993,0.317091169,-0.371263014,0.159221784,-0.208149307,0.195607198,0.134176429,-0.269880608,0.090329396,-0.045593159,-0.028982289,0.000991293,0.12110732,-0.100453313,0.113793295,-0.041588311,-0.091521165,0.068497618,0.083553785,0.03148893,0.047836397,-0.110614048,-0.119453338,0.00777102,-0.082302664,-0.063374562,-0.138859656,0.17439291,0.013114328,-0.147614155,-0.199266812,0.037585593,0.039789441,0.134668858,-0.165514806,0.099280785,0.131404436,-0.305910354,0.108480001,-0.105113397,0.033862389,-0.215882304,0.095424989,-0.177815282,-0.278262117,0.078532431,-0.250663844,0.194617758,-0.091120686,0.143432398,-0.082494986,0.014846231,0.012648524,-0.030029316,0.186172514,-0.052331588,-0.136706789,0.275376726,0.053058042,-0.002237048,0.188741638,0.047016253,0.325812668,-0.055327217,0.012558347,-0.182211791,-0.299039494,0.205358364,-0.152083887,0.044948276,0.028255339,-0.014002289,0.056175755,-0.000939239,-0.037167038,-0.037357345,0.066805512,-0.102610073,-0.111019914,0.139598214,-0.075834446,-0.093039052,0.084823153,0.088173815
Q9SAr0r4sj8h6Ej09vzFAA,Chick-fil-A,Chick-fil-A,0,0,16,4,35.96715163,-78.54288572,Wake Forest,27587,https://www.yelp.com/biz/chick-fil-a-wake-forest-2?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008013445,-0.387360783,-0.080306349,-0.172571238,-0.059005716,-0.149779201,0.288450405,0.680605922,-0.033056417,-0.252687314,0.309505732,-0.025981212,0.041136757,-0.076790427,-0.375835115,0.007338393,0.049064562,-0.053210123,-0.050340695,0.247688151,0.182723131,-0.298327745,-0.165118445,0.190252738,-0.251952858,-0.287639679,0.582195156,-0.028352821,0.215419968,0.295943561,-0.158525728,-0.108834634,-0.118813389,-0.156250672,-0.043435191,0.069942305,-0.126305874,-0.057946007,-0.004086982,0.058367958,-0.124462344,0.27743025,0.1414123,0.139233444,0.157009261,-0.097939791,-0.238069564,-0.036762983,0.354552796,0.166572669,-0.020896387,0.05917134,-0.025118476,0.098400581,-0.20886361,-0.156257543,0.141679641,0.062739332,-0.111268895,0.052459491,0.113708451,0.041679975,0.147417305,-0.073868099,0.000862228,0.036745192,0.01848848,-0.060193763,-0.114104052,-0.217134211,0.054585126,0.05402759,-0.126562717,-0.147920141,0.086613202,-0.056436395,-0.14000224,-0.029011145,0.117010983,0.039343648,-0.038556321,0.030878236,0.212661153,-0.074234691,-0.101135216,0.003453034,0.01028103,0.002747514,0.010110293,-0.119026452,-0.060834059,-0.030668114,-0.115222609,0.041170229,0.354464309,0.101725073,0.226400878,0.139717527,-0.010414734,0.108004964
FRd_ZmwVg0QNfFJrSULXGw,Cup A Joe,Cup A Joe,1,0,27,3.5,35.79026,-78.6777,Raleigh,27607,https://www.yelp.com/biz/cup-a-joe-raleigh-2?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.344577131,-0.077408371,-0.01732646,-0.137925568,-0.306918799,0.075153264,-0.192753377,-0.138299504,-0.046714072,0.133992219,0.291091651,0.044384103,0.118977903,0.044152487,0.176361962,-0.27330168,-0.029358662,-0.090148223,0.065863905,-0.008735511,-0.109597503,0.315295789,-0.011919389,-0.075508007,-0.129045581,0.120509672,-0.069615548,-0.173729368,-0.090344438,0.044769711,0.020935662,0.051159981,0.017332799,0.151696709,-0.22520631,0.040260725,-0.102068235,0.13567262,0.363886266,-0.299679642,-0.001221051,-0.054409684,-0.018332811,-0.102884718,0.072374898,-0.099093959,0.056858469,-0.010405147,-0.11588566,0.05866488,0.145822131,0.026825751,0.004676592,0.202911866,-0.110630836,-0.175922795,0.3752583,-0.083194093,-0.060804554,-0.055194062,0.072284848,-0.132254121,-0.116472321,0.101055482,-0.044953754,0.04190806,0.062157197,0.166816732,-0.029749327,-0.024111375,0.085044128,-0.152860566,-0.044830383,0.005428879,-0.014643225,-0.089368169,-0.13831698,-0.126811104,-0.036750222,0.03500045,0.036214633,-0.09663516,-0.021629374,0.206148637,-0.010819434,-0.112291566,-0.107063722,-0.201226152,-0.016974344,0.014958329,0.02121277,0.175016728,-0.198384518,0.025981515,0.078210639,-0.011615086,-0.174047166,0.004098969,-0.214314223,-0.150725794
68U53mM6jrMuyE4bZGDdHg,Carolina Ale House,Carolina Ale House,1,0,15,3,35.84296663,-78.61260082,Raleigh,27609,https://www.yelp.com/biz/carolina-ale-house-raleigh?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.253118685,-0.035181452,-0.351792307,0.449179618,-0.289296059,0.085558029,-0.074869309,-0.011010748,0.00316932,-0.351253128,-0.160435803,0.476423036,0.088468623,0.021572095,0.116168427,0.013034007,-0.054339336,-0.191934879,-0.202537334,0.019658155,-0.150287711,0.180472934,-0.129653446,-0.173634623,-0.152379218,-0.068294069,0.02536756,-0.186429386,0.132323214,0.100394466,-0.021806416,0.059529075,0.15530108,-0.079984319,0.020852679,0.261701956,0.047368941,-0.249571499,-0.241382798,0.097241875,-0.167244088,-0.145293219,0.147804638,-0.322705673,0.109762458,-0.009183081,0.042065258,0.3101995,0.186290209,0.127100403,0.186317859,-0.103375926,0.320614991,-0.105268611,0.027500788,0.09664664,0.215934982,-0.182933533,-0.161345682,0.087350934,-0.178607882,0.245478228,0.151510105,0.364596542,0.276894549,0.039736593,-0.017362067,-0.226548176,0.144028663,-0.075102984,0.083881783,0.197098002,-0.050782914,-0.021589712,-0.264914378,-0.003335154,0.074163725,-0.247076866,0.051793999,0.02192173,-0.065716961,-0.016803423,0.275822381,0.019858917,0.295332792,-0.178775385,-0.164268383,-0.091047751,0.01273746,-0.043287749,-0.000943228,0.088600084,0.107132097,-0.029365492,-0.030511119,0.004946413,0.007518995,-0.030117069,-0.096960388,-0.045764869
4tyOSG6i78loCgOadPNXXA,Tacos Mexico Restaurant,Tacos Mexico Restaurant,1,0,16,3.5,35.72669,-78.85164,Apex,27502,https://www.yelp.com/biz/taco-mexico-apex-2?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33631624,-0.188465198,-0.182350711,0.050879576,0.213662531,-0.081000487,-0.278116244,-0.031054754,-0.35748556,-0.12042944,-0.138736716,0.007075561,-0.022663438,0.050334746,0.262271343,-0.137391843,-0.199563022,-0.077530562,0.086100248,-0.151314538,-0.022465497,-0.148627729,-0.040314694,-0.05398417,0.020143463,0.074726785,-0.096831161,-0.080983968,-0.031406772,-0.082547399,-0.079990235,0.039406233,-0.216586782,-0.146857039,0.040874124,0.026132666,0.063038994,-0.037085922,0.023328551,-0.151708081,0.129064661,-0.176786884,0.103206932,0.072836006,0.11192569,0.225505525,-0.086860392,-0.147738279,0.059000246,-0.027125999,-0.021009577,0.04364003,0.077447279,-0.252176162,0.156171948,0.064033278,-0.064896321,0.018631441,-0.038551995,0.04419249,0.201370507,0.041807086,0.098366483,-0.009251424,-0.03530462,-0.026229128,0.025668541,-0.15378443,0.153902609,-0.037494069,0.109700413,-0.13528734,0.036352629,-0.091010804,0.035373644,0.127624759,-0.171018841,-0.075273733,-0.062258138,0.143145901,-0.061411181,0.038986956,0.031154064,0.010426018,-0.249814358,0.019383532,-0.013842673,0.206137626,0.127871504,-0.076640058,0.027654568,0.042999425,0.070415386,-0.032651766,-0.116262625,-0.149021235,0.058561785,0.015685765,-0.097650194,0.003639651
DpNHXP0Yroy8k_ZcorzUeQ,Abyssinia Ethiopian Restaurant,Abyssinia Ethiopian Restaurant,1,0,17,4,35.7803824,-78.6755959,Raleigh,27606,https://www.yelp.com/biz/abyssinia-ethiopian-restaurant-raleigh?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589440813,0.024272806,-0.187313796,-0.445435306,0.243783456,-0.324993223,-0.071134043,0.074939395,-0.171046706,-0.14259955,-0.390770424,-0.15438584,-0.018313463,0.303761076,0.101965526,-0.204228414,-0.250878515,0.049604659,-0.042886205,-0.098073025,-0.020298446,-0.038543133,0.170746133,0.166011806,-0.102752558,-0.083011029,0.147554537,0.124664395,-0.167039266,-0.217001511,-0.019712657,0.007994783,0.173188561,0.024359353,0.072402553,0.003875847,-0.037607139,-0.028084033,-0.023932361,-0.164592641,-0.045431929,-0.016832806,-0.106775631,-0.05577141,0.00956454,-0.19187752,0.104784907,-0.031533555,-0.000743477,0.038567023,0.014889031,0.000835609,-0.033600455,0.060847386,0.165272193,-0.040688368,-0.234777908,0.058962462,0.007361222,-0.02456548,0.049295963,0.022771682,0.023408119,0.210202698,0.076842814,-0.050014308,-0.004293733,-0.037859779,-0.133145491,-0.060062162,0.050694556,0.124275583,0.090332968,-0.093775585,-0.010912635,0.009871947,-0.044783649,-0.063022633,0.064257364,-0.106233665,-0.021964845,0.041193907,-0.104921951,0.00289433,-0.058980446,0.034379133,-0.078590625,-0.004641064,-0.087668132,-0.012948755,0.1062453,0.001113273,0.155137784,0.039762191,0.007756631,-0.000171407,0.108042707,0.014928978,-0.039699212,0.103225686
BImVHRBshf0j-xXlEeynUA,New Japan Express,New Japan Express,1,0,12,3,35.6925826,-78.57996588,Garner,27529,https://www.yelp.com/biz/new-japan-express-garner?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367915105,0.19330972,-0.192732244,-0.022891937,-0.0615181,-0.252284211,0.086665531,-0.294363972,-0.028063771,-0.398541464,-0.287346566,0.022109251,0.014691229,0.1615186,-0.000210194,-0.112370506,0.2158771,0.088062573,-0.164976412,0.089431445,-0.088984481,-0.226762341,0.021285898,0.065100918,0.058522326,-0.088939546,0.071711284,-0.28828295,0.178647524,0.113932704,-0.026649981,-0.008816595,-0.070338909,-0.063075083,0.326411788,-0.016621104,-0.212445976,0.021608978,-0.156173763,-0.094905193,-0.037480555,-0.028840206,0.090548997,-0.176823748,-0.023130229,-0.160991951,0.001354573,0.002109388,-0.004314811,0.011539509,0.023324876,-0.00587717,0.027803949,-0.037975358,-0.096634229,0.212906523,-0.026010632,0.035915438,0.078999942,-0.013192149,0.00929183,0.001022725,-0.018400517,-0.048182373,-0.140453545,0.023146948,0.025975235,-0.008945038,0.139676738,-0.000862186,0.031129286,0.039091787,-0.03307138,0.067251503,0.091297232,-0.096502709,-0.077937898,0.029558736,7.74E-06,-0.044715078,0.114169138,-0.079934556,0.063901175,-0.030413717,-0.048925044,-0.086032079,0.069472643,0.092309747,-0.159412606,-0.110840164,-0.056955366,-0.132512569,-0.138554266,-0.084760967,-0.071564293,0.087561042,-0.15252128,0.160246245,-0.195808653,0.006701535
r4zOCeHmTX8TLbT_TVtc1A,Mayflower Seafood Restaurant,Mayflower Seafood Restaurant,1,0,21,2.5,35.8246117,-78.5881271,Raleigh,27604,https://www.yelp.com/biz/mayflower-seafood-restaurant-raleigh?adjust_creative=9GoeKME1OYNRG1PTloCkOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9GoeKME1OYNRG1PTloCkOw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175688924,-0.517421995,0.646813111,-0.247809548,-0.343272573,-0.130574895,-0.115469893,0.066975374,-0.188753525,0.009568033,-0.022332785,-0.023140878,-0.089016489,-0.235906251,0.108259765,-0.02279203,0.124807102,0.019929928,-0.051505176,-0.171999537,0.099456462,0.056617089,0.033455151,-0.066549435,-0.177431703,0.102505496,-0.061922081,0.008047898,-0.044106985,-0.043708688,0.091849277,0.200344935,-0.139614348,-0.016551493,-0.036438077,-0.205425029,0.028497123,0.052656817,-0.151265192,-0.008739823,-0.091029897,0.169131358,0.00108846,0.067759734,0.060612042,-0.021081982,0.015582074,0.266887335,-0.063738911,-0.08344179,-0.102285819,0.119895537,-0.132537458,-0.012297682,-0.090086948,0.008245391,-0.136250643,0.042014661,0.000588453,0.163217267,0.05449007,0.029982779,0.020990735,-0.014171713,-0.093372117,-0.03617766,0.065821211,-0.076762672,0.180385455,-0.118344042,-0.02253944,-0.083098076,-0.09560013,0.156783564,0.254405154,0.363649424,0.131833332,-0.023301901,-0.162925353,-0.002043124,0.147757489,-5.60E-05,-0.050939559,0.192634289,0.070289388,0.120043821,0.005831779,0.181931049,-0.090518402,0.126910978,0.011027867,-0.141475545,0.104786281,-0.200856706,0.078746742,0.223606104,0.105256278,-0.02575715,-0.147284799,-0.013780551
